"year","prov","sector","scenario","emissions"
2037,"Canada","Electricity","Slow GDP and Population Growth, and Low Oil and Gas Prices",11.9
2037,"MB","Electricity","2024 Additional Measures Scenario",0
2037,"MB","Electricity","2024 Reference Case",0
2037,"MB","Electricity","NIR 2024",0
2037,"ATL","Electricity","2024 Additional Measures Scenario",1.7
2037,"ATL","Electricity","2024 Reference Case",2
2037,"ATL","Electricity","NIR 2024",0
2037,"ON","Electricity","2024 Additional Measures Scenario",3.1
2037,"ON","Electricity","2024 Reference Case",4.2
2037,"ON","Electricity","NIR 2024",0
2037,"QC","Electricity","2024 Additional Measures Scenario",0
2037,"QC","Electricity","2024 Reference Case",0
2037,"QC","Electricity","NIR 2024",0
2037,"SK","Electricity","2024 Additional Measures Scenario",1.1
2037,"SK","Electricity","2024 Reference Case",1.8
2037,"SK","Electricity","NIR 2024",0
2038,"AB","Electricity","2024 Additional Measures Scenario",4.2
2038,"AB","Electricity","2024 Reference Case",4.9
2038,"AB","Electricity","NIR 2024",0
2038,"BC","Electricity","2024 Additional Measures Scenario",0.1
2038,"BC","Electricity","2024 Reference Case",0.1
2038,"BC","Electricity","NIR 2024",0
2038,"Canada","Electricity","2024 Additional Measures Scenario",9.5
2038,"Canada","Electricity","2024 Reference Case",12.4
2038,"Canada","Electricity","Fast GDP and Population Growth",13.2
2038,"Canada","Electricity","Fast GDP and Population Growth, and High Oil and Gas Prices",12.9
2038,"Canada","Electricity","High Adoption Technology Scenario",10
2038,"Canada","Electricity","High Oil and Gas Prices",11.9
2038,"Canada","Electricity","Low Adoption Technology Scenario",8.6
2038,"Canada","Electricity","Low Oil and Gas Prices",12.7
2038,"Canada","Electricity","NIR 2024",0
2038,"Canada","Electricity","Slow GDP and Population Growth",11.2
2038,"Canada","Electricity","Slow GDP and Population Growth, and Low Oil and Gas Prices",10.1
2038,"MB","Electricity","2024 Additional Measures Scenario",0
2038,"MB","Electricity","2024 Reference Case",0
2038,"MB","Electricity","NIR 2024",0
2038,"ATL","Electricity","2024 Additional Measures Scenario",1.7
2038,"ATL","Electricity","2024 Reference Case",2.1
2038,"ATL","Electricity","NIR 2024",0
2038,"ON","Electricity","2024 Additional Measures Scenario",2.3
2038,"ON","Electricity","2024 Reference Case",3.4
2038,"ON","Electricity","NIR 2024",0
2038,"QC","Electricity","2024 Additional Measures Scenario",0
2038,"QC","Electricity","2024 Reference Case",0
2038,"QC","Electricity","NIR 2024",0
2038,"SK","Electricity","2024 Additional Measures Scenario",1
2038,"SK","Electricity","2024 Reference Case",1.8
2038,"SK","Electricity","NIR 2024",0
2039,"AB","Electricity","2024 Additional Measures Scenario",3.9
2039,"AB","Electricity","2024 Reference Case",4.7
2039,"AB","Electricity","NIR 2024",0
2039,"BC","Electricity","2024 Additional Measures Scenario",0.1
2039,"BC","Electricity","2024 Reference Case",0.1
2039,"BC","Electricity","NIR 2024",0
2039,"Canada","Electricity","2024 Additional Measures Scenario",8.8
2039,"Canada","Electricity","2024 Reference Case",11.8
2039,"Canada","Electricity","Fast GDP and Population Growth",12.3
2039,"Canada","Electricity","Fast GDP and Population Growth, and High Oil and Gas Prices",12.6
2039,"Canada","Electricity","High Adoption Technology Scenario",8.8
2039,"Canada","Electricity","High Oil and Gas Prices",11.6
2039,"Canada","Electricity","Low Adoption Technology Scenario",8.3
2039,"Canada","Electricity","Low Oil and Gas Prices",11.8
2039,"Canada","Electricity","NIR 2024",0
2039,"Canada","Electricity","Slow GDP and Population Growth",9
2039,"Canada","Electricity","Slow GDP and Population Growth, and Low Oil and Gas Prices",9.3
2039,"MB","Electricity","2024 Additional Measures Scenario",0
2039,"MB","Electricity","2024 Reference Case",0
2039,"MB","Electricity","NIR 2024",0
2039,"ATL","Electricity","2024 Additional Measures Scenario",1.3
2039,"ATL","Electricity","2024 Reference Case",1.5
2039,"ATL","Electricity","NIR 2024",0
2039,"ON","Electricity","2024 Additional Measures Scenario",1.9
2039,"ON","Electricity","2024 Reference Case",3.3
2039,"ON","Electricity","NIR 2024",0
2039,"QC","Electricity","2024 Additional Measures Scenario",0
2039,"QC","Electricity","2024 Reference Case",0
2039,"QC","Electricity","NIR 2024",0
2039,"SK","Electricity","2024 Additional Measures Scenario",1.5
2039,"SK","Electricity","2024 Reference Case",2.1
2039,"SK","Electricity","NIR 2024",0
2040,"AB","Electricity","2024 Additional Measures Scenario",3.4
2040,"AB","Electricity","2024 Reference Case",4.1
2040,"AB","Electricity","NIR 2024",0
2040,"BC","Electricity","2024 Additional Measures Scenario",0.1
2040,"BC","Electricity","2024 Reference Case",0
2040,"BC","Electricity","NIR 2024",0
2040,"Canada","Electricity","2024 Additional Measures Scenario",9
2040,"Canada","Electricity","2024 Reference Case",11.1
2040,"Canada","Electricity","Fast GDP and Population Growth",11.8
2040,"Canada","Electricity","Fast GDP and Population Growth, and High Oil and Gas Prices",12.3
2040,"Canada","Electricity","High Adoption Technology Scenario",9.1
2040,"Canada","Electricity","High Oil and Gas Prices",11.2
2040,"Canada","Electricity","Low Adoption Technology Scenario",8.6
2040,"Canada","Electricity","Low Oil and Gas Prices",12.1
2040,"Canada","Electricity","NIR 2024",0
2040,"Canada","Electricity","Slow GDP and Population Growth",8.8
2040,"Canada","Electricity","Slow GDP and Population Growth, and Low Oil and Gas Prices",9.5
2040,"MB","Electricity","2024 Additional Measures Scenario",0
2040,"MB","Electricity","2024 Reference Case",0
2040,"MB","Electricity","NIR 2024",0
2040,"ATL","Electricity","2024 Additional Measures Scenario",1.3
2040,"ATL","Electricity","2024 Reference Case",1.5
2040,"ATL","Electricity","NIR 2024",0
2040,"ON","Electricity","2024 Additional Measures Scenario",2.3
2040,"ON","Electricity","2024 Reference Case",3.3
2040,"ON","Electricity","NIR 2024",0
2040,"QC","Electricity","2024 Additional Measures Scenario",0
2040,"QC","Electricity","2024 Reference Case",0
2040,"QC","Electricity","NIR 2024",0
2040,"SK","Electricity","2024 Additional Measures Scenario",1.8
2040,"SK","Electricity","2024 Reference Case",2
2040,"SK","Electricity","NIR 2024",0
